,municipality,house_price,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,year,quarter_num,quarter_ord,log_price_sqm,avg_income,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university
3330,Lagoa,845.0,2220.374672222222,12.199860836385836,13.679120879120878,155.2,0.8527472527472527,2021,2,7,6.739336627357174,980.7,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0
3334,Ponta Delgada,1204.0,997.589325,10.962520054945056,16.14395604395604,294.7,3.2384615384615385,2021,2,7,7.093404625868766,1181.4,1.0,1.0,1.0,3.0,2.0,6.0,5.0,3.0,11.0,17.0,6.0,7.0,55.0,1.0,5.0,1.0
3335,Povoação,761.0,992.8481333333332,10.910419047619047,13.87032967032967,371.6,4.083516483516484,2021,2,7,6.634633357861686,971.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,11.0,0.0,1.0,0.0
3336,Ribeira Grande,757.0,994.0016333333332,10.923094871794872,11.89010989010989,380.3,4.179120879120879,2021,2,7,6.6293632534374485,1063.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,12.0,6.0,4.0,3.0,23.0,1.0,2.0,0.0
3337,Santa Cruz da Graciosa,291.0,966.8023861111112,10.624202045177045,18.23406593406593,267.2,2.936263736263736,2021,2,7,5.673323267171493,1103.9,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0
3338,São Roque do Pico,814.9275862068965,995.4578388888888,10.93909713064713,13.84065934065934,487.8,5.360439560439561,2021,2,7,6.703099258013473,1068.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
3339,Velas,697.0,1015.4204583333334,11.158466575091577,20.363736263736264,216.2,2.375824175824176,2021,2,7,6.546785410760524,1041.8,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,5.0,1.0,0.0,0.0
3340,Vila da Praia da Vitória,796.0,941.7814694444444,10.349246916971916,14.404395604395605,434.5,4.774725274725275,2021,2,7,6.679599185844383,1094.2,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,7.0,2.0,20.0,0.0,4.0,0.0
3341,Vila do Porto,814.9275862068965,1066.4916083333333,11.719688003663002,21.91318681318681,153.9,1.6912087912087912,2021,2,7,6.703099258013473,1821.1,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,10.0,1.0,0.0,0.0
3342,Vila Franca do Campo,813.0,986.48345,10.840477472527471,15.078021978021978,396.6,4.358241758241759,2021,2,7,6.70073110954781,906.3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,3.0,5.0,4.0,1.0,0.0
3345,Câmara de Lobos,1133.0,1048.7304722222225,11.524510683760685,7.895604395604396,173.7,1.908791208791209,2021,2,7,7.0326242610280065,1028.8,0.0,1.0,0.0,2.0,1.0,4.0,3.0,1.0,2.0,14.0,1.0,7.0,36.0,4.0,1.0,0.0
3346,Funchal,1658.0,1048.7304722222225,11.524510683760685,7.895604395604396,173.7,1.908791208791209,2021,2,7,7.4133673356952405,1264.8,1.0,1.0,4.0,7.0,5.0,16.0,8.0,28.0,28.0,45.0,12.0,16.0,73.0,7.0,7.0,4.0
3348,Ponta do Sol,1020.0,1082.4217305555555,11.894744291819292,10.724175824175823,127.3,1.3989010989010988,2021,2,7,6.927557906278317,933.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0
3349,Porto Moniz,814.9275862068965,1081.0039444444444,11.879164224664224,19.775824175824173,143.4,1.5758241758241758,2021,2,7,6.703099258013473,886.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0
3352,Santa Cruz,1261.0,1079.032836111111,11.857503693528692,9.651648351648353,68.4,0.7516483516483518,2021,2,7,7.13966033596492,1168.4,0.0,0.0,1.0,4.0,1.0,6.0,4.0,13.0,4.0,12.0,6.0,6.0,24.0,4.0,3.0,0.0
3353,Santana,609.0,929.2855527777778,10.211929151404153,6.363736263736264,47.2,0.5186813186813187,2021,2,7,6.411818267709897,927.2,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,4.0,10.0,2.0,3.0,0.0
3354,São Vicente,750.0,778.1495861111111,8.551094352869354,6.810989010989011,482.9,5.306593406593406,2021,2,7,6.620073206530356,893.8,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,4.0,0.0,1.0,1.0
3355,Arcos de Valdevez,740.0,607.2438222222222,6.747153580246914,9.596666666666668,841.7,9.352222222222222,2021,1,6,6.606650186198215,1004.4,1.0,0.0,2.0,3.0,4.0,11.0,4.0,2.0,5.0,10.0,2.0,4.0,15.0,1.0,1.0,0.0
3359,Paredes de Coura,511.0,604.9582833333334,6.7217587037037045,10.387777777777778,710.5,7.894444444444445,2021,1,6,6.236369590203704,1029.1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,1.0,0.0,0.0
3360,Ponte da Barca,654.0,614.8603472222222,6.83178163580247,9.51777777777778,793.9,8.821111111111112,2021,1,6,6.483107351457199,902.5,1.0,0.0,2.0,3.0,4.0,11.0,3.0,2.0,7.0,10.0,2.0,3.0,16.0,1.0,1.0,0.0
3361,Ponte de Lima,984.0,634.850925,7.053899166666667,10.61888888888889,735.8,8.175555555555555,2021,1,6,6.891625897052253,994.7,0.0,0.0,1.0,2.0,3.0,15.0,2.0,2.0,3.0,13.0,6.0,2.0,39.0,2.0,1.0,2.0
3362,Valença,679.0,637.8073472222222,7.086748302469136,15.205555555555556,154.4,1.7155555555555555,2021,1,6,6.520621127558696,1034.8,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,7.0,6.0,4.0,23.0,5.0,1.0,1.0
3363,Viana do Castelo,1044.0,651.1790138888889,7.23532237654321,14.37,574.2,6.380000000000001,2021,1,6,6.950814768442584,1195.8,2.0,0.0,2.0,5.0,3.0,20.0,2.0,6.0,7.0,24.0,12.0,4.0,66.0,16.0,1.0,4.0
3364,Vila Nova de Cerveira,648.0,635.08195,7.056466111111111,12.791111111111112,757.9,8.421111111111111,2021,1,6,6.473890696352274,1152.1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,1.0,13.0,3.0,1.0,0.0
3365,Amares,780.0,607.1627166666667,6.746252407407408,9.214444444444444,717.4,7.971111111111111,2021,1,6,6.659293919683638,1045.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,5.0,2.0,3.0,31.0,0.0,0.0,0.0
3366,Barcelos,913.0,625.8696416666667,6.954107129629629,11.443333333333335,554.7,6.163333333333334,2021,1,6,6.816735880594968,1033.1,1.0,0.0,2.0,5.0,3.0,48.0,4.0,9.0,7.0,45.0,5.0,11.0,126.0,17.0,4.0,6.0
3367,Braga,1079.0,622.1891916666667,6.913213240740741,10.24,551.9,6.132222222222222,2021,1,6,6.983789965258135,1234.5,2.0,2.0,2.0,4.0,9.0,57.0,7.0,22.0,21.0,53.0,10.0,16.0,159.0,11.0,5.0,7.0
3368,Esposende,1201.0,639.2482111111111,7.102757901234568,14.122222222222222,533.2,5.924444444444445,2021,1,6,7.0909098220799835,1064.2,1.0,1.0,1.0,2.0,4.0,12.0,1.0,1.0,8.0,11.0,3.0,4.0,32.0,1.0,1.0,0.0
3369,Terras de Bouro,690.0,609.9295388888889,6.776994876543211,8.86111111111111,661.5,7.35,2021,1,6,6.536691597591305,994.1,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,7.0,4.0,2.0,3.0,18.0,1.0,0.0,0.0
3370,Vila Verde,833.0,615.6066916666666,6.840074351851851,9.637777777777778,574.3,6.38111111111111,2021,1,6,6.725033642166843,950.1,1.0,0.0,3.0,5.0,6.0,27.0,2.0,4.0,4.0,21.0,6.0,6.0,68.0,1.0,0.0,0.0
3371,Cabeceiras de Basto,610.0,604.1439,6.71271,10.945555555555556,692.8,7.697777777777778,2021,1,6,6.413458957167357,873.4,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,8.0,6.0,2.0,2.0,17.0,1.0,0.0,0.0
3372,Fafe,766.0,607.9346111111112,6.75482901234568,10.854444444444445,583.7,6.485555555555556,2021,1,6,6.641182169740591,925.2,0.0,0.0,1.0,1.0,1.0,15.0,2.0,3.0,7.0,11.0,3.0,3.0,49.0,1.0,1.0,1.0
3373,Guimarães,981.0,615.6587499999999,6.840652777777777,11.26,582.3,6.47,2021,1,6,6.8885724595653635,1061.8,6.0,0.0,7.0,9.0,14.0,61.0,13.0,32.0,25.0,80.0,16.0,27.0,226.0,14.0,9.0,10.0
3374,Mondim de Basto,483.0,614.9132333333333,6.832369259259259,9.862222222222222,609.9,6.776666666666666,2021,1,6,6.180016653652572,869.5,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,4.0,4.0,2.0,1.0,19.0,1.0,0.0,0.0
3375,Póvoa de Lanhoso,811.0,613.3147166666666,6.814607962962962,10.122222222222222,688.7,7.652222222222223,2021,1,6,6.698268054115413,920.1,0.0,0.0,1.0,2.0,1.0,11.0,1.0,2.0,2.0,5.0,1.0,2.0,18.0,0.0,1.0,1.0
3376,Vieira do Minho,582.0,596.1716916666667,6.624129907407408,9.885555555555555,925.3,10.281111111111112,2021,1,6,6.366470447731438,897.1,0.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,4.0,6.0,4.0,3.0,14.0,3.0,0.0,0.0
3377,Vila Nova de Famalicão,966.0,628.317188888889,6.981302098765433,11.78888888888889,536.8,5.964444444444444,2021,1,6,6.873163834212518,1193.5,0.0,1.0,2.0,9.0,6.0,50.0,6.0,15.0,17.0,46.0,12.0,12.0,132.0,14.0,7.0,2.0
3378,Vizela,942.0,631.2534805555556,7.013927561728395,12.21888888888889,555.2,6.1688888888888895,2021,1,6,6.848005274576363,978.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,2.0,21.0,3.0,1.0,0.0
3379,Arouca,678.0,644.6486666666667,7.162762962962963,11.02777777777778,605.1,6.723333333333334,2021,1,6,6.519147287940395,1022.5,2.0,1.0,2.0,6.0,1.0,9.0,5.0,2.0,5.0,10.0,3.0,9.0,58.0,3.0,6.0,0.0
3381,Gondomar,1151.0,647.7615527777778,7.197350586419753,12.756666666666666,556.5,6.183333333333334,2021,1,6,7.048386408721883,1080.8,2.0,2.0,2.0,11.0,3.0,74.0,6.0,7.0,12.0,46.0,17.0,20.0,188.0,30.0,10.0,1.0
3382,Maia,1322.0,650.5472972222223,7.228303302469136,14.765555555555556,465.6,5.173333333333334,2021,1,6,7.186901020411631,1366.6,5.0,1.0,2.0,12.0,6.0,68.0,7.0,22.0,14.0,68.0,15.0,25.0,165.0,55.0,10.0,11.0
3383,Matosinhos,1683.0,655.7329666666667,7.285921851851852,14.65,482.3,5.358888888888889,2021,1,6,7.428333194190806,1423.7,3.0,4.0,3.0,8.0,9.0,54.0,7.0,22.0,20.0,61.0,13.0,19.0,127.0,44.0,12.0,23.0
3384,Oliveira de Azeméis,828.0,637.8971555555555,7.0877461728395055,11.883333333333333,748.8,8.32,2021,1,6,6.71901315438526,1144.2,4.0,1.0,8.0,9.0,5.0,38.0,7.0,6.0,12.0,27.0,6.0,21.0,108.0,12.0,12.0,3.0
3385,Paredes,851.0,684.1232305555556,7.601369228395062,14.83,179.8,1.9977777777777777,2021,1,6,6.7464121285733745,997.7,0.0,0.0,1.0,9.0,2.0,29.0,3.0,4.0,4.0,18.0,7.0,9.0,89.0,14.0,5.0,2.0
3386,Porto,2200.0,655.7329666666667,7.285921851851852,14.65,482.3,5.358888888888889,2021,1,6,7.696212639346407,1555.4,8.0,11.0,11.0,8.0,20.0,72.0,20.0,39.0,72.0,119.0,36.0,30.0,213.0,53.0,24.0,43.0
3387,Póvoa de Varzim,1349.0,647.5126,7.194584444444445,14.291111111111112,499.3,5.547777777777778,2021,1,6,7.207118856207756,1067.8,0.0,0.0,0.0,3.0,5.0,22.0,4.0,8.0,6.0,14.0,5.0,2.0,49.0,4.0,3.0,3.0
3389,Santo Tirso,856.0,633.4757027777778,7.038618919753087,12.62,524.5,5.8277777777777775,2021,1,6,6.752270376141742,1102.1,1.0,0.0,2.0,7.0,4.0,20.0,1.0,8.0,6.0,29.0,9.0,10.0,95.0,10.0,3.0,0.0
3390,São João da Madeira,897.0,644.2507583333334,7.158341759259259,12.244444444444444,694.2,7.713333333333334,2021,1,6,6.799055862058796,1146.7,2.0,0.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,6.0,2.0,5.0,26.0,4.0,4.0,0.0
3392,Vale de Cambra,793.0,644.2507583333334,7.158341759259259,12.244444444444444,694.2,7.713333333333334,2021,1,6,6.675823221634848,1221.8,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,3.0,48.0,2.0,5.0,0.0
3393,Valongo,1159.0,647.7615527777778,7.197350586419753,12.756666666666666,556.5,6.183333333333334,2021,1,6,7.055312843339752,1157.6,3.0,2.0,1.0,5.0,4.0,38.0,2.0,4.0,6.0,26.0,11.0,8.0,101.0,18.0,7.0,1.0
3394,Vila do Conde,1273.0,647.5126,7.194584444444445,14.291111111111112,499.3,5.547777777777778,2021,1,6,7.149131598557407,1215.5,1.0,0.0,1.0,6.0,6.0,21.0,5.0,9.0,13.0,30.0,11.0,8.0,84.0,18.0,8.0,5.0
3395,Vila Nova de Gaia,1279.0,655.7329666666667,7.285921851851852,14.65,482.3,5.358888888888889,2021,1,6,7.153833801578843,1241.3,6.0,4.0,6.0,10.0,9.0,73.0,17.0,25.0,49.0,80.0,24.0,20.0,207.0,38.0,16.0,15.0
3397,Chaves,803.0,637.5364388888888,7.083738209876542,8.3,306.6,3.4066666666666667,2021,1,6,6.688354713946762,1027.9,1.0,1.0,2.0,4.0,3.0,13.0,2.0,1.0,9.0,17.0,7.0,6.0,35.0,3.0,0.0,1.0
3398,Montalegre,591.0,610.8753861111111,6.787504290123456,11.374444444444444,639.9,7.109999999999999,2021,1,6,6.3818160174060985,959.3,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,7.0,8.0,4.0,4.0,13.0,2.0,1.0,0.0
3399,Ribeira de Pena,820.8581560283687,606.6404305555556,6.740449228395062,9.532222222222222,648.0,7.2,2021,1,6,6.710350324767632,1158.3,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,9.0,0.0,0.0,0.0
3400,Valpaços,440.0,675.4954222222223,7.505504691358025,6.880000000000001,228.1,2.5344444444444445,2021,1,6,6.0867747269123065,892.5,1.0,1.0,3.0,5.0,5.0,16.0,3.0,1.0,11.0,25.0,10.0,6.0,44.0,4.0,1.0,2.0
3401,Vila Pouca de Aguiar,528.0,646.0461916666667,7.178291018518519,10.73,426.5,4.738888888888889,2021,1,6,6.269096283706261,924.6,0.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,2.0,4.0,3.0,3.0,11.0,1.0,1.0,0.0
3404,Castelo de Paiva,687.0,647.7235694444445,7.196928549382717,10.791111111111112,522.1,5.801111111111111,2021,1,6,6.532334292222349,927.3,0.0,0.0,1.0,2.0,2.0,12.0,1.0,0.0,2.0,6.0,2.0,4.0,26.0,0.0,3.0,0.0
3405,Celorico de Basto,580.0,615.6660583333334,6.840733981481482,10.561111111111112,569.4,6.326666666666666,2021,1,6,6.363028103540465,881.4,0.0,0.0,1.0,2.0,1.0,16.0,4.0,1.0,5.0,9.0,2.0,2.0,30.0,3.0,0.0,0.0
3406,Cinfães,517.0,658.1831722222222,7.313146358024691,10.656666666666666,566.6,6.295555555555556,2021,1,6,6.248042874508429,1138.3,0.0,0.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,9.0,5.0,2.0,47.0,1.0,3.0,0.0
3407,Felgueiras,769.0,615.6660583333334,6.840733981481482,10.561111111111112,569.4,6.326666666666666,2021,1,6,6.645090969505644,955.6,0.0,0.0,1.0,2.0,1.0,16.0,3.0,2.0,1.0,13.0,3.0,4.0,62.0,2.0,1.0,1.0
3408,Lousada,736.0,628.6303472222222,6.984781635802469,11.095555555555556,563.5,6.261111111111111,2021,1,6,6.601230118728877,927.7,0.0,0.0,1.0,2.0,2.0,11.0,1.0,0.0,1.0,7.0,1.0,1.0,52.0,5.0,0.0,0.0
3409,Marco de Canaveses,750.0,641.0208555555555,7.122453950617284,10.127777777777778,502.4,5.582222222222222,2021,1,6,6.620073206530356,959.9,2.0,0.0,3.0,5.0,6.0,23.0,2.0,3.0,3.0,13.0,7.0,3.0,109.0,13.0,2.0,1.0
3410,Paços de Ferreira,783.0,635.8842055555556,7.065380061728395,12.37,589.4,6.5488888888888885,2021,1,6,6.663132695990803,957.5,1.0,0.0,1.0,2.0,0.0,7.0,0.0,2.0,3.0,7.0,3.0,3.0,36.0,2.0,1.0,0.0
3412,Resende,478.0,939.9789861111112,10.444210956790124,4.796666666666667,567.5,6.305555555555555,2021,1,6,6.169610732491456,973.8,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,11.0,5.0,3.0,0.0
3413,Alijó,452.0,646.8867,7.18763,9.26777777777778,365.6,4.062222222222222,2021,1,6,6.113682179832232,987.1,0.0,0.0,1.0,5.0,2.0,6.0,1.0,0.0,1.0,7.0,3.0,3.0,22.0,3.0,4.0,0.0
3414,Armamar,337.0,672.8478583333333,7.476087314814815,8.163333333333334,303.0,3.3666666666666667,2021,1,6,5.820082930352362,970.9,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
3415,Carrazeda de Ansiães,319.0,669.8505833333334,7.44278425925926,8.561111111111112,247.9,2.7544444444444447,2021,1,6,5.765191102784844,919.8,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,9.0,6.0,0.0,0.0
3417,Mesão Frio,820.8581560283687,659.4596111111111,7.32732901234568,6.795555555555556,326.9,3.632222222222222,2021,1,6,6.710350324767632,982.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,7.0,4.0,0.0,0.0
3419,Murça,820.8581560283687,682.1594527777778,7.579549475308642,8.604444444444445,257.4,2.86,2021,1,6,6.710350324767632,961.4,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,15.0,1.0,3.0,0.0
3421,Sabrosa,462.0,646.8867,7.18763,9.26777777777778,365.6,4.062222222222222,2021,1,6,6.135564891081739,1037.6,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,2.0,2.0,21.0,3.0,1.0,0.0
3422,Santa Marta de Penaguião,486.0,655.1839,7.279821111111111,7.695555555555556,310.3,3.447777777777778,2021,1,6,6.186208623900494,897.9,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,22.0,0.0,1.0,0.0
3425,Tabuaço,820.8581560283687,692.2726444444445,7.691918271604939,8.602222222222222,268.3,2.9811111111111117,2021,1,6,6.710350324767632,1023.7,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0
3426,Tarouca,543.0,676.2616361111111,7.5140181790123455,10.997777777777776,309.7,3.441111111111111,2021,1,6,6.297109319933935,908.2,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,2.0,9.0,0.0,0.0,0.0
3427,Torre de Moncorvo,420.0,703.4711194444444,7.816345771604938,6.982222222222222,189.6,2.1066666666666665,2021,1,6,6.040254711277414,933.5,2.0,0.0,2.0,4.0,0.0,13.0,2.0,0.0,9.0,8.0,6.0,4.0,14.0,3.0,4.0,1.0
3428,Vila Nova de Foz Côa,218.0,708.9919861111111,7.877688734567902,7.943333333333333,184.6,2.051111111111111,2021,1,6,5.384495062789089,992.6,3.0,0.0,3.0,3.0,0.0,5.0,3.0,0.0,9.0,7.0,4.0,9.0,9.0,6.0,4.0,1.0
3429,Vila Real,952.0,749.5232055555556,8.328035617283952,9.088888888888889,106.3,1.181111111111111,2021,1,6,6.858565034791365,1140.5,4.0,6.0,21.0,33.0,17.0,91.0,25.0,11.0,66.0,103.0,47.0,51.0,302.0,35.0,19.0,4.0
3430,Alfândega da Fé,497.0,679.3260611111111,7.548067345679012,8.332222222222223,202.7,2.252222222222222,2021,1,6,6.208590026096629,925.3,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0
3431,Bragança,740.0,656.0308555555555,7.289231728395061,11.734444444444444,251.1,2.79,2021,1,6,6.606650186198215,1088.2,4.0,0.0,8.0,18.0,11.0,42.0,14.0,1.0,53.0,64.0,36.0,27.0,155.0,21.0,12.0,7.0
3434,Mirandela,738.0,682.6151361111112,7.584612623456791,6.515555555555555,222.7,2.4744444444444444,2021,1,6,6.6039438246004725,1032.1,0.0,0.0,2.0,3.0,3.0,12.0,2.0,0.0,4.0,12.0,5.0,4.0,24.0,2.0,0.0,1.0
3435,Mogadouro,359.0,672.5900138888888,7.47322237654321,11.545555555555554,180.8,2.008888888888889,2021,1,6,5.883322388488279,938.2,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,6.0,4.0,4.0,16.0,1.0,1.0,0.0
3436,Vila Flor,234.0,688.36985,7.648553888888889,7.63111111111111,190.9,2.1211111111111114,2021,1,6,5.455321115357702,979.2,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,10.0,0.0,1.0,0.0
3437,Vinhais,366.0,613.4844388888889,6.816493765432099,10.356666666666667,320.3,3.558888888888889,2021,1,6,5.902633333401366,890.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0
3439,Albergaria-a-Velha,806.0,651.6768388888889,7.2408537654320995,11.99888888888889,602.5,6.694444444444445,2021,1,6,6.692083742506628,1194.1,1.0,0.0,2.0,4.0,1.0,32.0,3.0,3.0,6.0,22.0,6.0,15.0,75.0,15.0,6.0,2.0
3441,Aveiro,1342.0,678.4212666666667,7.538014074074074,13.444444444444445,342.1,3.801111111111112,2021,1,6,7.201916317531627,1315.8,1.0,1.0,5.0,8.0,3.0,38.0,4.0,10.0,14.0,41.0,12.0,22.0,120.0,14.0,7.0,8.0
3442,Estarreja,816.0,664.1463027777778,7.379403364197531,11.713333333333336,443.7,4.93,2021,1,6,6.704414354964107,1349.2,0.0,0.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,5.0,3.0,4.0,27.0,5.0,1.0,0.0
3443,Ílhavo,1126.0,678.1495555555556,7.534995061728395,12.684444444444445,343.1,3.812222222222223,2021,1,6,7.026426808699636,1247.8,1.0,1.0,4.0,4.0,2.0,21.0,4.0,6.0,13.0,27.0,9.0,10.0,75.0,4.0,6.0,8.0
3444,Murtosa,883.0,678.0628083333334,7.534031203703704,14.318888888888887,343.2,3.813333333333333,2021,1,6,6.78332520060396,985.6,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,11.0,0.0,0.0,0.0
3445,Oliveira do Bairro,762.0,669.7934777777778,7.44214975308642,11.576666666666668,355.7,3.9522222222222223,2021,1,6,6.635946555686647,1127.7,0.0,0.0,0.0,1.0,2.0,9.0,2.0,0.0,4.0,5.0,3.0,3.0,39.0,3.0,0.0,0.0
3446,Ovar,1049.0,582.2575777777778,6.469528641975309,9.47,101.5,1.1277777777777778,2021,1,6,6.955592608396297,1180.9,3.0,0.0,4.0,4.0,4.0,32.0,6.0,5.0,11.0,30.0,9.0,23.0,92.0,15.0,12.0,0.0
3447,Sever do Vouga,535.0,644.9431833333333,7.16603537037037,11.886666666666668,713.6,7.928888888888889,2021,1,6,6.282266746896006,1120.5,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,6.0,1.0,4.0,21.0,1.0,4.0,0.0
3448,Vagos,886.0,682.4372583333334,7.582636203703704,12.166666666666666,344.0,3.8222222222222224,2021,1,6,6.786716950605081,1059.7,0.0,0.0,1.0,3.0,1.0,12.0,0.0,1.0,0.0,5.0,2.0,4.0,33.0,0.0,0.0,0.0
3450,Cantanhede,770.0,671.0896361111111,7.456551512345679,12.664444444444444,354.6,3.94,2021,1,6,6.646390514847729,1153.6,0.0,0.0,1.0,3.0,3.0,25.0,2.0,1.0,5.0,18.0,7.0,7.0,67.0,0.0,1.0,0.0
3451,Coimbra,1343.0,665.7233722222222,7.396926358024691,12.805555555555555,364.0,4.044444444444444,2021,1,6,7.202661196523238,1265.5,3.0,4.0,13.0,5.0,13.0,58.0,13.0,16.0,22.0,50.0,12.0,30.0,133.0,17.0,10.0,18.0
3452,Condeixa-a-Nova,941.0,666.3095166666667,7.403439074074074,11.99222222222222,387.6,4.306666666666667,2021,1,6,6.846943139585379,1092.1,0.0,0.0,1.0,1.0,3.0,10.0,1.0,0.0,4.0,7.0,1.0,6.0,24.0,2.0,1.0,1.0
3455,Lousã,711.0,651.9153166666666,7.243503518518518,10.927777777777775,441.3,4.903333333333333,2021,1,6,6.566672429803241,1065.3,0.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,4.0,6.0,1.0,2.0,9.0,0.0,2.0,0.0
3457,Mira,1000.0,712.0037555555556,7.911152839506173,13.446666666666667,152.7,1.6966666666666663,2021,1,6,6.907755278982137,996.3,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,15.0,0.0,0.0,0.0
3460,Mortágua,465.0,657.0030888888889,7.300034320987654,12.692222222222222,396.5,4.405555555555556,2021,1,6,6.142037405587356,1065.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,3.0,0.0,0.0
3464,Penela,536.0,659.0106277777778,7.322340308641976,12.425555555555556,420.0,4.666666666666667,2021,1,6,6.284134161070802,1067.3,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,6.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0
3466,Tábua,565.0,652.8155333333333,7.253505925925926,11.907777777777778,347.2,3.8577777777777778,2021,1,6,6.336825731146441,999.1,0.0,0.0,3.0,3.0,1.0,12.0,4.0,1.0,2.0,5.0,3.0,5.0,16.0,5.0,0.0,0.0
3467,Vila Nova de Poiares,560.0,654.3793027777778,7.270881141975308,10.741111111111111,389.4,4.326666666666666,2021,1,6,6.327936783729195,1047.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0
3468,Alvaiázere,445.0,641.1736027777778,7.124151141975308,13.116666666666667,350.6,3.895555555555556,2021,1,6,6.09807428216624,1012.4,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,9.0,0.0,0.0,0.0
3469,Ansião,486.0,651.3126611111111,7.236807345679012,13.121111111111112,359.6,3.995555555555556,2021,1,6,6.186208623900494,999.4,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,3.0,17.0,0.0,0.0,0.0
